TITLE     = "kinetics example 1: constant-pressure ignition"
VARIABLES = 
"time (s)"
"Temperature (K)"
"Density (kg/m3)"
"Pressure (Pa)"
"H2"
"H"
"O"
"O2"
"OH"
"H2O"
"HO2"
"H2O2"
"C"
"CH"
"CH2"
"CH2(S)"
"CH3"
"CH4"
"CO"
"CO2"
"HCO"
"CH2O"
"CH2OH"
"CH3O"
"CH3OH"
"C2H"
"C2H2"
"C2H3"
"C2H4"
"C2H5"
"C2H6"
"HCCO"
"CH2CO"
"HCCOH"
"N"
"NH"
"NH2"
"NH3"
"NNH"
"NO"
"NO2"
"N2O"
"HNO"
"CN"
"HCN"
"H2CN"
"HCNN"
"HCNO"
"HOCN"
"HNCO"
"NCO"
"N2"
"AR"
"C3H7"
"C3H8"
"CH2CHO"
"CH3CHO"
ZONE T="zone1"
 I=101,J=1,K=1,F=POINT
DT=(  SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE )
0.00023 1001.35 0.257469 101325 0.285638 1.62993e-05 1.77895e-06 0.142798 7.52609e-07 6.29334e-05 3.17372e-05 3.60288e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.75949e-16 3.81867e-14 3.15023e-15 6.85252e-15 5.41321e-12 1.09136e-13 7.31033e-16 3.78741e-12 3.59837e-15 0 0 0 0 0 0 0 0 0.571451 0 0 0 0 0 
0.00024 1001.62 0.257405 101325 0.285582 2.85666e-05 3.10499e-06 0.142761 1.45445e-06 0.00011152 4.67078e-05 6.86282e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.37424e-15 1.10169e-13 8.86956e-15 1.83814e-14 9.49517e-12 3.10371e-13 2.76974e-15 6.24408e-12 9.87718e-15 0 0 0 0 0 0 0 0 0.571465 0 0 0 0 0 
0.00025 1002.18 0.257274 101325 0.285474 5.29699e-05 5.7284e-06 0.142697 3.01724e-06 0.000209525 6.58048e-05 1.30258e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.84211e-15 3.46034e-13 2.6936e-14 5.22938e-14 1.76361e-11 9.68622e-13 1.03605e-14 1.06526e-11 2.86908e-14 0 0 0 0 0 0 0 0 0.571491 0 0 0 0 0 
0.00026 1003.4 0.256985 101325 0.285249 0.000105184 1.13212e-05 0.142578 6.64643e-06 0.000421133 8.53657e-05 2.34963e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.2794e-14 1.2022e-12 8.97121e-14 1.61266e-13 3.51486e-11 3.45118e-12 3.67155e-14 1.9106e-11 8.8271e-14 0 0 0 0 0 0 0 0 0.571541 0 0 0 0 0 
0.00027 1006.13 0.256333 101325 0.284752 0.000223556 2.40225e-05 0.142341 1.50224e-05 0.000898036 9.75834e-05 3.76801e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.13938e-13 4.54728e-12 3.23949e-13 5.45431e-13 7.53178e-11 1.45124e-11 1.14532e-13 3.66642e-11 2.77871e-13 0 0 0 0 0 0 0 0 0.571644 0 0 0 0 0 
0.00028 1012.31 0.254867 101325 0.283619 0.00050433 5.44256e-05 0.141822 3.44546e-05 0.00199119 0.000100048 5.07964e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.50955e-12 1.75904e-11 1.18459e-12 1.97042e-12 1.73052e-10 7.24044e-11 3.09589e-13 7.64751e-11 8.30563e-13 0 0 0 0 0 0 0 0 0.571869 0 0 0 0 0 
0.00029 1026.75 0.251513 101325 0.280846 0.00124027 0.000135574 0.140567 8.52666e-05 0.00463196 9.86499e-05 5.49293e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.08125e-11 6.70248e-11 3.99744e-12 7.08161e-12 4.43684e-10 4.32762e-10 8.16727e-13 1.78438e-10 2.3481e-12 0 0 0 0 0 0 0 0 0.57239 0 0 0 0 0 
0.0003 1064.7 0.243125 101325 0.272621 0.0037461 0.000423642 0.136897 0.000263425 0.0121991 9.42473e-05 3.91634e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.31943e-10 2.89699e-10 1.25471e-11 2.41412e-11 1.48517e-09 3.58844e-09 2.39218e-12 5.21574e-10 8.08318e-12 0 0 0 0 0 0 0 0 0.573752 0 0 0 0 0 
0.00031 1207.5 0.216255 101325 0.228335 0.0211675 0.00270408 0.117607 0.00175677 0.0495565 8.0098e-05 2.14129e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.25467e-09 2.73574e-09 5.50516e-11 8.37217e-11 1.14877e-08 8.70755e-08 1.42064e-11 3.31883e-09 7.82164e-11 0 0 0 0 0 0 0 0 0.578791 0 0 0 0 0 
0.00032 1718.16 0.157244 101325 0.0540821 0.0810259 0.0197628 0.033328 0.0162686 0.196674 2.08435e-05 1.75051e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.49671e-07 3.21467e-08 2.40231e-10 5.86631e-11 8.64704e-08 9.00995e-06 8.19436e-10 5.60057e-08 2.36641e-09 0 0 0 0 0 0 0 0 0.598827 0 0 0 0 0 
0.00033 1951.38 0.141073 101325 0.0544204 0.0586606 0.0166949 0.0283165 0.020756 0.210951 1.34697e-05 7.33736e-07 -3.9582e-31 -1.18419e-32 -1.3017e-32 -6.19627e-33 -2.58596e-31 -5.00138e-31 -1.01475e-29 -1.17167e-30 -3.46545e-32 -7.1929e-32 -3.77077e-33 -1.50996e-34 -6.80424e-34 1.91792e-52 1.28917e-50 1.18943e-52 6.18305e-52 1.62174e-51 2.43363e-51 5.09727e-52 -1.90859e-52 3.38457e-53 8.96167e-08 2.92991e-08 5.13757e-10 1.60648e-10 7.85756e-08 2.37793e-05 1.9537e-09 6.37971e-08 3.90844e-09 -1.9251e-34 -1.7911e-33 -3.14639e-37 -2.93878e-36 -1.24211e-36 -1.41229e-36 -5.17205e-35 -6.9059e-35 0.610162 0 -5.56545e-72 -1.70061e-74 4.80256e-53 1.22966e-51 
0.00034 2082.21 0.133625 101325 0.0533236 0.0472564 0.0143955 0.025613 0.0225581 0.220117 1.03979e-05 4.85403e-07 2.30791e-33 9.31526e-34 1.7912e-33 1.03539e-33 4.457e-32 6.51276e-32 -8.34958e-30 -6.18824e-30 4.82897e-33 1.14762e-32 6.35627e-34 2.32015e-35 1.23104e-34 -4.91773e-53 -2.26392e-51 -5.53572e-53 -1.65064e-52 2.24366e-53 -1.20097e-52 -2.14597e-52 -1.33818e-52 -9.2778e-54 7.41129e-08 2.56426e-08 7.05419e-10 2.55977e-10 7.03349e-08 3.50522e-05 2.81498e-09 6.7573e-08 4.56777e-09 4.12707e-36 1.42816e-33 1.35071e-37 2.44833e-37 2.51891e-36 1.92456e-36 6.2666e-35 3.86096e-35 0.61669 0 3.63089e-72 2.57705e-74 -1.29366e-53 -1.99881e-52 
0.00035 2172.11 0.12904 101325 0.0518884 0.0399634 0.0126887 0.0237149 0.0233869 0.227063 8.62404e-06 3.82071e-07 -2.955e-34 -1.43452e-33 5.55601e-34 3.5229e-35 1.44445e-34 -1.41773e-35 4.16049e-29 1.11343e-29 4.00196e-34 2.74469e-34 8.72652e-36 2.65625e-37 -4.80689e-37 -2.551e-52 -8.5062e-51 5.8767e-54 4.59902e-55 -5.10425e-54 -6.08013e-54 -1.20199e-51 -5.49597e-53 -9.72072e-53 7.36478e-08 2.27932e-08 8.49258e-10 3.43936e-10 6.34868e-08 4.4885e-05 3.6556e-09 7.13692e-08 4.98946e-09 2.27563e-35 1.75094e-33 5.83494e-38 4.23455e-37 3.11357e-38 3.3233e-36 1.61938e-34 3.44949e-35 0.62124 0 1.53776e-73 3.25531e-75 -2.01959e-55 -5.93773e-54 
0.00036 2239.74 0.125841 101325 0.0504235 0.0347802 0.0113644 0.0222543 0.0237493 0.23267 7.47086e-06 3.27714e-07 6.16791e-41 3.39767e-41 1.85291e-41 2.36589e-42 2.82795e-41 8.13817e-42 3.10325e-29 2.20027e-29 1.22395e-34 3.92203e-37 4.70764e-41 7.11789e-43 6.52286e-43 -5.5109e-60 -2.38468e-58 -1.44166e-59 -1.0794e-60 2.10602e-59 6.99407e-61 2.19938e-58 1.87349e-59 1.33469e-59 7.99857e-08 2.07349e-08 9.70308e-10 4.29349e-10 5.78353e-08 5.43226e-05 4.57362e-09 7.56627e-08 5.35757e-09 1.43035e-37 1.02554e-35 2.53038e-40 -2.87656e-44 1.11187e-42 2.49388e-38 9.4127e-37 3.00347e-37 0.624696 0 -9.27195e-79 -1.72961e-80 -6.00606e-61 -5.48466e-60 
0.00037 2293.34 0.123444 101325 0.0490168 0.0308638 0.0103027 0.0210714 0.0238581 0.237362 6.67301e-06 2.9541e-07 9.0531e-32 2.4594e-33 1.77402e-32 3.45944e-33 1.43918e-31 9.72714e-35 1.80604e-29 2.13402e-29 -1.26449e-33 3.01377e-33 3.44458e-33 1.18863e-34 1.20041e-34 6.86784e-39 3.13342e-37 -1.12645e-38 -2.58306e-37 -5.57077e-37 -6.02691e-39 -1.09146e-36 2.94405e-37 -1.44824e-39 8.96958e-08 1.93287e-08 1.08479e-09 5.17261e-10 5.31173e-08 6.39044e-05 5.61782e-09 8.05801e-08 5.74326e-09 -4.01848e-35 -2.57467e-34 1.64808e-37 2.37299e-37 -4.66506e-38 -5.07412e-38 1.07175e-35 -5.91734e-35 0.627454 0 7.58438e-57 3.85022e-59 -8.60633e-39 -1.42551e-37 
0.00038 2337.28 0.121563 101325 0.0476949 0.0277836 0.00943045 0.0200816 0.0238192 0.241382 6.09953e-06 2.74929e-07 1.29145e-30 2.14253e-32 8.22554e-33 3.57649e-34 2.01331e-33 2.01538e-34 3.28382e-29 2.03771e-29 8.46844e-33 1.1593e-33 1.52009e-35 1.83002e-36 2.6322e-36 5.2653e-39 1.6712e-37 -2.02829e-37 -2.56378e-37 8.32671e-39 3.61607e-39 8.42098e-38 1.45982e-38 2.95431e-39 1.01051e-07 1.84457e-08 1.20324e-09 6.12192e-10 4.91279e-08 7.39051e-05 6.81553e-09 8.61204e-08 6.17711e-09 1.04382e-33 8.7068e-33 1.30146e-37 3.52965e-36 1.85726e-36 2.56744e-35 6.02269e-34 6.06573e-34 0.629727 0 -2.79414e-58 -9.56819e-60 -2.89832e-39 2.71121e-38 
0.00039 2374.16 0.120039 101325 0.0464638 0.0252916 0.00870079 0.0192349 0.0236914 0.244884 5.67657e-06 2.61573e-07 -2.52813e-31 -2.46376e-32 -2.56884e-32 -6.26908e-33 -2.19698e-31 -1.74718e-31 2.89566e-29 2.54752e-29 -3.92868e-32 -1.00088e-31 -5.72981e-33 -2.17762e-34 -9.9091e-34 2.5303e-40 5.7765e-39 -8.76984e-40 -2.15921e-39 -1.52129e-39 -2.63856e-41 4.94199e-39 3.6686e-39 1.79636e-40 1.13092e-07 1.79805e-08 1.33242e-09 7.17932e-10 4.57163e-08 8.4453e-05 8.18214e-09 9.22257e-08 6.67219e-09 -6.11646e-34 -5.87254e-33 -2.80303e-37 -3.44253e-36 -1.37979e-35 -1.73778e-35 -3.98283e-34 -4.41991e-34 0.631643 0 5.78484e-59 1.7486e-60 -8.19267e-43 -4.66654e-41 
0.0004 2405.67 0.118776 101325 0.0453217 0.0232329 0.00808169 0.0184989 0.0235094 0.24797 5.3588e-06 2.52871e-07 1.52738e-33 -6.68106e-34 5.8888e-34 1.25385e-34 3.07256e-33 1.61228e-33 2.67867e-29 2.4176e-29 9.00215e-34 5.51004e-34 6.00336e-35 8.46573e-37 8.72738e-36 2.30202e-42 8.54734e-41 -2.77605e-41 -2.90046e-41 1.03675e-40 4.98077e-43 -3.35966e-39 1.4699e-41 -9.55453e-43 1.25261e-07 1.78488e-08 1.47648e-09 8.37491e-10 4.27711e-08 9.55934e-05 9.72516e-09 9.88126e-08 7.23312e-09 4.24046e-35 1.80501e-33 2.22285e-38 -1.57777e-38 -1.9823e-36 7.41806e-36 2.87389e-34 6.19135e-35 0.633284 0 -6.76785e-61 -6.71321e-63 -7.0519e-43 -1.85282e-41 
0.00041 2432.92 0.11771 101325 0.0442641 0.0215049 0.00755056 0.0178515 0.0232952 0.250714 5.11665e-06 2.47385e-07 -1.43927e-30 -3.15398e-32 -9.84441e-33 1.4243e-33 1.02015e-31 8.11525e-32 8.60649e-30 2.36361e-29 -7.9842e-33 -3.9425e-33 1.42127e-33 5.09086e-35 1.00817e-34 -8.8201e-43 -3.70299e-41 -2.8271e-41 -1.43203e-41 2.59043e-41 1.00639e-42 -6.85184e-40 5.43367e-40 -6.21142e-45 1.37223e-07 1.79826e-08 1.63766e-09 9.73085e-10 4.02086e-08 0.000107324 1.14462e-08 1.05786e-07 7.86004e-09 -1.86338e-33 -2.02679e-32 -8.0091e-38 -4.01228e-36 -7.45116e-36 -5.81258e-35 -1.53633e-33 -1.23452e-33 0.634707 0 -7.59405e-61 -1.21865e-62 -5.16774e-43 -1.81945e-42 
0.00042 2456.74 0.116799 101325 0.0432858 0.0200361 0.00709085 0.017277 0.0230633 0.253168 4.93001e-06 2.44205e-07 -8.83494e-31 -2.47969e-32 -6.32178e-33 3.00363e-33 9.86216e-32 1.79083e-31 -1.2623e-28 -2.72597e-29 -8.35257e-33 3.32653e-33 1.67226e-33 1.49435e-35 3.65392e-34 -9.57862e-44 -2.31849e-42 3.54731e-42 1.17624e-41 5.89201e-42 1.38805e-43 -3.26059e-40 -2.29782e-41 -1.08009e-43 1.4878e-07 1.83267e-08 1.8168e-09 1.12616e-09 3.79649e-08 0.000119617 1.33422e-08 1.13049e-07 8.55062e-09 -3.17667e-33 -1.07011e-31 -7.92951e-37 -3.72817e-36 -5.43711e-35 -6.5418e-34 -1.40051e-32 -4.85854e-33 0.635953 0 -6.63899e-61 -2.37245e-62 2.03027e-44 -2.15691e-42 
